credit,summe_einnahmen,summe_ausgaben,frei_verfuegbares_einkommen,verhaeltnis_einkommen_zu_rate,laufzeit,kreditbetrag,score_wert,schufa_score,anzahl_kinder,anzahl_personen,anzahl_kfz,beschaeftigungs_art,anrede,familienstand,wohnsituation,einkommen_unselbstaendig,rente,ein_unterhalt,kindergeld,ein_miete,sonstiges,aus_miete,wohnnebenkosten,aus_unterhalt,kranken_pflege_versicherung,lebensversicherung,baufinanzierung,bausparen,beschaeftigt_seit,alter,wohnhaft
ABGELEHNT,2000.0,1590.0,410.0,0.7,36,5000.0,-43,9683,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,2000.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-01 00:00:00,32.0,3.0
ABGELEHNT,1594.0,1267.0,327.0,0.6,96,15000.0,23,9724,1,2,0,ANGESTELLTER,FRAU,LEDIG,MIETE,1400.0,0.0,0.0,194.0,0.0,0.0,567.52,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-01 00:00:00,37.0,3.0
ABGELEHNT,2894.0,2636.0,258.0,0.6,84,9000.0,332,9796,1,2,1,BEAMTER,FRAU,GESCHIEDEN,EIGENTUM,2591.0,0.0,0.0,194.0,0.0,0.0,0.0,220.0,0.0,330.0,0.0,528.0,0.0,1980-08-01 00:00:00,58.0,4.0
ABGELEHNT,5603.0,3037.0,2566.0,0.6,96,28000.0,210,9706,0,1,1,ANGESTELLTER,HERR,GETRENNT,EIGENTUM,5603.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1105.0,0.0,0.0,532.0,150.0,2007-04-01 00:00:00,45.0,3.0
ABGELEHNT,3294.0,2136.0,1158.0,0.6,84,40000.0,183,9707,1,3,1,ARBEITER,HERR,VERHEIRATET,MIETE,1900.0,0.0,0.0,194.0,0.0,,800.0,,0.0,,0.0,0.0,0.0,1987-09-01 00:00:00,50.0,15.0
ABGELEHNT,3725.0,1857.0,1868.0,0.6,84,50000.0,318,9916,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,2162.0,0.0,0.0,0.0,0.0,1000.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-02-01 00:00:00,55.0,22.0
ABGELEHNT,1605.0,1090.0,515.0,0.6,96,23000.0,78,9724,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1605.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,382.0,0.0,0.0,0.0,0.0,2015-09-01 00:00:00,38.0,1.0
ABGELEHNT,1461.0,1170.0,291.0,0.6,84,10000.0,137,9832,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,869.0,0.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-04-01 00:00:00,39.0,14.0
ABGELEHNT,1888.0,1100.0,788.0,0.6,84,25000.0,-147,9440,2,3,0,ANGESTELLTER,HERR,LEDIG,ELTERN,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-01 00:00:00,25.0,12.0
ABGELEHNT,3187.0,2288.0,899.0,0.6,84,12500.0,496,9783,0,2,1,ANGESTELLTER,HERR,LEBENSGEMEINSCHAFT,EIGENTUM,3187.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,850.0,,1994-08-01 00:00:00,54.0,5.0
ABGELEHNT,3540.0,1856.0,1684.0,0.65,48,9000.0,101,9711,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,SONSTIGES,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-01 00:00:00,37.0,5.0
ABGELEHNT,1818.0,1452.0,366.0,0.45,60,6500.0,407,9627,0,2,1,FREIBERUFLER,HERR,VERHEIRATET,EIGENTUM,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,200.0,0.0,355.0,0.0,2008-09-01 00:00:00,56.0,10.0
ABGELEHNT,2600.0,1610.0,990.0,0.6,72,35000.0,33,9756,0,1,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,500.0,0.0,2015-08-01 00:00:00,34.0,0.0
ABGELEHNT,1400.0,980.0,420.0,0.65,60,7000.0,-6,9560,0,1,0,ARBEITER,HERR,LEDIG,MIETE,1400.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-01 00:00:00,30.0,2.0
ABGELEHNT,2410.0,950.0,1460.0,0.6,84,25000.0,-8,9432,0,1,0,ARBEITER,HERR,VERHEIRATET,ELTERN,1960.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-01 00:00:00,30.0,23.0
ABGELEHNT,1500.0,919.0,581.0,0.65,48,5000.0,20,9689,0,1,0,ANGESTELLTER,HERR,LEDIG,SONSTIGES,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-01 00:00:00,29.0,9.0
ABGELEHNT,2554.0,2073.0,481.0,0.65,60,5000.0,135,9896,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,2554.0,0.0,0.0,0.0,0.0,0.0,1403.0,0.0,0.0,0.0,100.0,0.0,0.0,2004-07-01 00:00:00,39.0,8.0
ABGELEHNT,1936.0,1542.0,394.0,0.65,48,10000.0,7,9644,2,4,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,1238.0,0.0,0.0,388.0,0.0,0.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-01 00:00:00,27.0,5.0
ABGELEHNT,3273.0,2225.0,1048.0,0.6,96,49000.0,78,9736,1,2,1,ANGESTELLTER,FRAU,GETRENNT,EIGENTUM,2579.0,0.0,500.0,194.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,564.0,0.0,2012-02-01 00:00:00,39.0,3.0
ABGELEHNT,1350.0,1111.0,239.0,0.6,84,8000.0,-13,9581,0,1,1,ANGESTELLTER,HERR,VERWITWET,ELTERN,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-01 00:00:00,30.0,4.0
ABGELEHNT,4194.0,1712.0,2482.0,0.6,96,43000.0,191,9866,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3133.0,0.0,0.0,194.0,0.0,,,300.0,0.0,,0.0,978.0,0.0,2001-01-01 00:00:00,41.0,1.0
ABGELEHNT,2490.0,1450.0,1040.0,0.6,84,5000.0,398,9831,0,1,0,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,2050.0,440.0,0.0,0.0,0.0,0.0,1250.0,0.0,420.0,0.0,0.0,0.0,0.0,1998-10-01 00:00:00,55.0,9.0
ABGELEHNT,1878.0,1137.0,741.0,0.6,84,25000.0,90,9904,0,1,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1878.6,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,201.0,0.0,2014-05-15 00:00:00,29.0,5.0
ABGELEHNT,1688.0,1050.0,638.0,0.6,84,20000.0,184,9890,2,4,1,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,1300.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,2017-06-01 00:00:00,39.0,6.0
ABGELEHNT,1900.0,1438.0,462.0,0.6,96,20000.0,48,9692,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,1900.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-01 00:00:00,29.0,1.0
ABGELEHNT,4088.0,3394.0,694.0,0.6,84,10000.0,233,9354,2,4,1,ARBEITER,HERR,VERHEIRATET,EIGENTUM,3700.0,0.0,0.0,388.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,30.0,1992-11-01 00:00:00,49.0,13.0
ABGELEHNT,2000.0,1668.0,332.0,0.6,96,15000.0,-18,9654,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,1480.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-01 00:00:00,31.0,1.0
ABGELEHNT,2190.0,1730.0,460.0,0.65,36,10000.0,58,9818,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,2190.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,300.0,0.0,0.0,0.0,0.0,2017-03-01 00:00:00,40.0,5.0
ABGELEHNT,1650.0,1049.0,601.0,0.6,84,20000.0,80,9306,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,1650.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-11-01 00:00:00,36.0,1.0
ABGELEHNT,2300.0,2081.0,219.0,0.6,96,10000.0,189,9732,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2279.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,500.0,0.0,2015-03-01 00:00:00,35.0,0.0
ABGELEHNT,2200.0,1795.0,405.0,0.65,60,11700.0,73,9870,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,2200.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,200.0,2005-10-01 00:00:00,34.0,2.0
ABGELEHNT,2743.0,2263.0,480.0,0.65,60,6000.0,219,9827,2,4,1,ARBEITER,HERR,VERHEIRATET,MIETE,2355.0,0.0,0.0,388.0,0.0,0.0,1257.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-15 00:00:00,49.0,5.0
ABGELEHNT,3300.0,2471.0,829.0,0.6,84,5000.0,258,9601,0,1,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,3300.0,0.0,0.0,0.0,0.0,,,450.0,0.0,,0.0,0.0,0.0,2009-05-01 00:00:00,49.0,29.0
ABGELEHNT,3698.0,2625.0,1073.0,0.6,96,6000.0,47,9663,3,4,1,ANGESTELLTER,FRAU,GETRENNT,EIGENTUM,1800.0,0.0,1000.0,588.0,0.0,0.0,0.0,110.0,0.0,0.0,20.0,535.0,0.0,2017-08-01 00:00:00,46.0,2.0
ABGELEHNT,1888.0,1651.0,237.0,0.6,72,7000.0,211,9964,2,4,1,ARBEITER,FRAU,VERHEIRATET,EIGENTUM,1500.0,0.0,0.0,388.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,580.0,0.0,1995-01-01 00:00:00,40.0,8.0
ABGELEHNT,2214.0,1497.0,717.0,0.65,36,6000.0,126,9853,0,1,1,ANGESTELLTER,FRAU,LEDIG,ELTERN,2060.0,0.0,0.0,0.0,0.0,154.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-01 00:00:00,36.0,6.0
ABGELEHNT,2794.0,1433.0,1361.0,0.65,60,5000.0,450,9904,1,2,1,ANGESTELLTER,FRAU,VERHEIRATET,SONSTIGES,2600.0,0.0,0.0,194.0,0.0,0.0,200.0,0.0,0.0,0.0,77.0,1096.0,1500.0,2002-04-01 00:00:00,54.0,8.0
ABGELEHNT,1440.0,905.0,535.0,0.6,84,11000.0,375,9457,0,1,0,ANGESTELLTER,FRAU,VERHEIRATET,SONSTIGES,1150.0,0.0,0.0,0.0,0.0,340.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-04-01 00:00:00,54.0,3.0
ABGELEHNT,1500.0,1041.0,459.0,0.65,60,8000.0,412,9722,0,2,0,ANGESTELLTER,FRAU,LEBENSGEMEINSCHAFT,MIETE,1500.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-12-01 00:00:00,55.0,4.0
ABGELEHNT,2420.0,2076.0,344.0,0.6,84,5500.0,15,9707,1,2,0,ARBEITER,HERR,GETRENNT,MIETE,2100.0,0.0,0.0,194.0,0.0,0.0,736.0,0.0,0.0,0.0,0.0,0.0,26.0,1999-08-01 00:00:00,39.0,7.0
ABGELEHNT,2528.0,1265.0,1263.0,0.6,84,12000.0,-120,9891,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2528.12,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-07-01 00:00:00,29.0,3.0
ABGELEHNT,2394.0,2141.0,253.0,0.6,96,12000.0,154,9495,1,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2200.0,0.0,0.0,194.0,0.0,0.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-10-01 00:00:00,37.0,3.0
ABGELEHNT,1644.0,1070.0,574.0,0.6,96,10000.0,15,9540,1,2,0,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,1450.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,370.0,50.0,2017-11-01 00:00:00,30.0,4.0
ABGELEHNT,5789.0,4626.0,1163.0,0.6,96,50000.0,72,9942,3,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,5000.0,0.0,0.0,588.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,1741.0,0.0,2012-03-01 00:00:00,42.0,5.0
ABGELEHNT,1545.0,1215.0,330.0,0.6,96,15000.0,85,9672,0,1,0,ARBEITER,HERR,LEDIG,MIETE,1545.0,0.0,0.0,0.0,0.0,0.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-02-01 00:00:00,36.0,4.0
ABGELEHNT,3388.0,2100.0,1288.0,0.6,84,45000.0,86,9826,2,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2700.0,0.0,0.0,388.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-09-01 00:00:00,41.0,4.0
ABGELEHNT,2938.0,2343.0,595.0,0.65,36,12000.0,332,9965,0,2,2,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,2260.0,0.0,0.0,0.0,890.0,0.0,883.0,0.0,0.0,0.0,0.0,547.0,0.0,2012-12-01 00:00:00,48.0,10.0
ABGELEHNT,2494.0,1950.0,544.0,0.6,84,15000.0,453,9882,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,1700.0,0.0,0.0,194.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,2001-08-01 00:00:00,51.0,17.0
ABGELEHNT,3369.0,2561.0,808.0,0.65,12,6000.0,88,9328,0,2,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2875.0,0.0,494.0,0.0,0.0,0.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-04-01 00:00:00,29.0,3.0
ABGELEHNT,2694.0,1813.0,881.0,0.6,96,40000.0,-20,9581,1,3,1,BEAMTER,FRAU,LEBENSGEMEINSCHAFT,MIETE,2100.0,0.0,400.0,194.0,0.0,0.0,500.0,0.0,0.0,163.0,72.0,0.0,0.0,2016-04-01 00:00:00,33.0,3.0
ABGELEHNT,1700.0,1050.0,650.0,0.6,84,15000.0,229,9708,0,1,1,ARBEITER,FRAU,VERHEIRATET,MIETE,1700.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-11-01 00:00:00,48.0,3.0
ABGELEHNT,1544.0,1150.0,394.0,0.6,84,12000.0,408,9794,1,2,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,1350.0,0.0,0.0,194.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-01 00:00:00,52.0,13.0
ABGELEHNT,3400.0,2882.0,518.0,0.6,96,22000.0,26,9454,0,1,1,ARBEITER,HERR,LEDIG,MIETE,3400.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,50.0,2005-09-01 00:00:00,30.0,1.0
ABGELEHNT,1900.0,1333.0,567.0,0.65,60,20000.0,107,9914,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,1900.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-01 00:00:00,39.0,8.0
ABGELEHNT,2346.0,2070.0,276.0,0.6,96,12500.0,80,9605,0,1,1,ANGESTELLTER,HERR,GETRENNT,MIETE,2346.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,550.0,0.0,0.0,0.0,0.0,2012-07-01 00:00:00,34.0,1.0
ABGELEHNT,3300.0,2441.0,859.0,0.6,72,5000.0,276,9601,0,1,1,BEAMTER,HERR,LEDIG,EIGENTUM,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,120.0,0.0,2012-07-01 00:00:00,49.0,25.0
ABGELEHNT,3225.0,3007.0,218.0,0.6,84,7000.0,217,9875,0,1,1,BEAMTER,HERR,GESCHIEDEN,MIETE,2991.0,0.0,0.0,0.0,0.0,0.0,760.0,0.0,1100.0,147.0,0.0,0.0,0.0,1999-09-01 00:00:00,37.0,2.0
ABGELEHNT,1650.0,1066.0,584.0,0.6,96,5500.0,-1,9373,0,1,0,ANGESTELLTER,HERR,LEDIG,ELTERN,1650.0,0.0,0.0,0.0,0.0,,,,200.0,,100.0,0.0,0.0,2014-09-01 00:00:00,22.0,22.0
ABGELEHNT,1600.0,748.0,852.0,0.6,96,13000.0,62,9657,0,1,0,ANGESTELLTER,FRAU,LEDIG,MIETE,1600.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,40.0,2015-01-01 00:00:00,43.0,4.0
ABGELEHNT,1994.0,1382.0,612.0,0.6,96,25000.0,-86,9587,1,2,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1600.0,0.0,200.0,194.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-01-01 00:00:00,28.0,9.0
ABGELEHNT,1794.0,1406.0,388.0,0.7,24,5000.0,-59,9569,1,2,1,ANGESTELLTER,FRAU,LEDIG,ELTERN,1600.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-01 00:00:00,30.0,30.0
ABGELEHNT,1645.0,1200.0,445.0,0.6,96,20500.0,327,9725,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,1645.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-11-01 00:00:00,56.0,10.0
ABGELEHNT,2762.0,2500.0,262.0,0.6,84,7000.0,203,9866,3,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2180.0,0.0,0.0,588.0,0.0,0.0,0.0,150.0,241.0,0.0,0.0,700.0,192.0,1998-04-01 00:00:00,47.0,1.0
ABGELEHNT,5227.0,3950.0,1277.0,0.6,96,25000.0,103,9516,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,4380.0,0.0,0.0,194.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,1997-10-01 00:00:00,45.0,20.0
ABGELEHNT,1800.0,1164.0,636.0,0.6,72,13000.0,-37,9362,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1800.0,0.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,50.0,0.0,0.0,2018-01-01 00:00:00,30.0,4.0
ABGELEHNT,2400.0,1415.0,985.0,0.6,96,26000.0,-10,9532,0,1,1,ARBEITER,FRAU,GETRENNT,MIETE,2400.0,,,,,,890.0,,,,,,,2016-07-01 00:00:00,45.0,1.0
ABGELEHNT,3393.0,2497.0,896.0,0.65,36,6500.0,-9,9897,2,4,1,ANGESTELLTER,HERR,LEBENSGEMEINSCHAFT,MIETE,3005.0,0.0,0.0,0.0,0.0,0.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-01 00:00:00,41.0,8.0
ABGELEHNT,1400.0,1000.0,400.0,0.6,96,18500.0,-74,9295,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1400.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-01 00:00:00,32.0,1.0
ABGELEHNT,3732.0,2400.0,1332.0,0.6,84,50000.0,-144,9759,3,4,1,BEAMTER,HERR,GETRENNT,SONSTIGES,3150.0,0.0,0.0,194.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-09-01 00:00:00,36.0,2.0
ABGELEHNT,5392.0,2787.0,2605.0,0.6,84,10000.0,305,9939,0,1,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,5392.0,0.0,0.0,0.0,0.0,0.0,1267.0,0.0,0.0,735.0,287.0,1280.0,0.0,2017-09-01 00:00:00,55.0,18.0
ABGELEHNT,3388.0,2300.0,1088.0,0.6,60,30000.0,26,9752,2,4,1,ARBEITER,HERR,VERHEIRATET,MIETE,2200.0,,,388.0,,,600.0,,,,,,,2015-09-01 00:00:00,28.0,7.0
ABGELEHNT,2094.0,1795.0,299.0,0.65,48,6000.0,82,9896,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,1900.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,200.0,2012-11-01 00:00:00,27.0,1.0
ABGELEHNT,1494.0,998.0,496.0,0.6,96,20000.0,58,9302,1,3,1,ARBEITER,FRAU,VERHEIRATET,SONSTIGES,1300.0,0.0,0.0,194.0,0.0,,,,0.0,,0.0,0.0,0.0,2017-12-01 00:00:00,35.0,6.0
ABGELEHNT,2400.0,1680.0,720.0,0.7,36,5000.0,-22,9719,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2400.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,330.0,0.0,0.0,0.0,0.0,2015-06-01 00:00:00,26.0,4.0
ABGELEHNT,2518.0,1791.0,727.0,0.65,60,5000.0,493,9900,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2518.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,350.0,20.0,1985-10-01 00:00:00,55.0,14.0
ABGELEHNT,1788.0,1050.0,738.0,0.65,60,25000.0,35,9486,2,3,1,ARBEITER,HERR,VERHEIRATET,SONSTIGES,1400.0,0.0,0.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,2017-08-01 00:00:00,34.0,2.0
ABGELEHNT,1804.0,1578.0,226.0,0.6,96,10500.0,322,9496,0,2,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,1804.0,,,,,,,200.0,,,,0.0,50.0,2017-05-01 00:00:00,51.0,7.0
ABGELEHNT,3391.0,3063.0,328.0,0.6,72,8000.0,96,9937,0,1,1,ANGESTELLTER,HERR,GETRENNT,EIGENTUM,3391.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,0.0,0.0,670.0,0.0,2014-06-01 00:00:00,39.0,20.0
ABGELEHNT,2279.0,1765.0,514.0,0.7,24,5000.0,133,9906,1,2,1,ARBEITER,HERR,LEDIG,MIETE,1900.0,0.0,0.0,194.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,107.0,2016-01-01 00:00:00,56.0,2.0
ABGELEHNT,1410.0,1065.0,345.0,0.65,48,5000.0,130,9869,0,1,0,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1410.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-12-01 00:00:00,40.0,8.0
ABGELEHNT,4988.0,4483.0,505.0,0.6,96,25000.0,243,9843,2,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4600.0,0.0,0.0,388.0,0.0,0.0,0.0,250.0,0.0,800.0,220.0,900.0,0.0,2016-03-01 00:00:00,44.0,2.0
ABGELEHNT,1505.0,1020.0,485.0,0.6,96,22000.0,117,9872,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1505.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-01 00:00:00,43.0,8.0
ABGELEHNT,1540.0,818.0,722.0,0.6,96,25000.0,-122,9437,0,1,1,ANGESTELLTER,HERR,LEDIG,ELTERN,1540.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-02-01 00:00:00,26.0,2.0
ABGELEHNT,2088.0,1400.0,688.0,0.6,96,30000.0,74,9890,2,4,1,ANGESTELLTER,FRAU,VERHEIRATET,SONSTIGES,1700.0,0.0,0.0,388.0,0.0,0.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-01 00:00:00,32.0,8.0
ABGELEHNT,1350.0,899.0,451.0,0.65,60,14000.0,440,9663,0,1,0,ANGESTELLTER,FRAU,LEDIG,SONSTIGES,1350.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-01 00:00:00,57.0,8.0
ABGELEHNT,3289.0,1000.0,2289.0,0.6,84,49000.0,20,9813,0,1,1,ARBEITER,HERR,GETRENNT,SONSTIGES,3289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-01 00:00:00,40.0,1.0
ABGELEHNT,2350.0,1815.0,535.0,0.6,84,20000.0,131,9524,0,1,1,ARBEITER,HERR,LEDIG,SONSTIGES,2350.0,0.0,0.0,0.0,0.0,,200.0,,469.0,,26.0,0.0,0.0,2008-04-01 00:00:00,38.0,11.0
ABGELEHNT,6288.0,5516.0,772.0,0.65,48,5000.0,295,9827,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,5900.0,0.0,0.0,388.0,0.0,0.0,2030.0,0.0,0.0,933.0,0.0,0.0,0.0,2008-01-01 00:00:00,47.0,5.0
ABGELEHNT,2230.0,1120.0,1110.0,0.6,84,30000.0,195,9879,0,1,1,ANGESTELLTER,HERR,GETRENNT,EIGENTUM,2230.0,0.0,0.0,0.0,0.0,,,220.0,0.0,,30.0,0.0,0.0,2018-08-01 00:00:00,48.0,13.0
ABGELEHNT,2045.0,1724.0,321.0,0.6,84,12000.0,226,9867,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,2045.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,40.0,2018-09-10 00:00:00,52.0,6.0
ABGELEHNT,3100.0,2000.0,1100.0,0.6,84,15000.0,182,9829,0,1,1,ANGESTELLTER,HERR,GETRENNT,EIGENTUM,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,924.0,0.0,0.0,800.0,0.0,2006-05-01 00:00:00,41.0,1.0
ABGELEHNT,3862.0,2501.0,1361.0,0.65,24,14000.0,371,9925,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3862.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0,0.0,0.0,533.0,0.0,2017-10-01 00:00:00,60.0,21.0
ABGELEHNT,2828.0,1450.0,1378.0,0.6,84,42000.0,97,9571,2,3,0,ARBEITER,HERR,LEDIG,MIETE,2440.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-10-01 00:00:00,45.0,0.0
ABGELEHNT,1800.0,1100.0,700.0,0.65,48,10000.0,355,9851,0,1,1,ARBEITER,HERR,GESCHIEDEN,MIETE,1800.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,500.0,0.0,0.0,0.0,0.0,2016-04-01 00:00:00,56.0,13.0
