credit,summe_einnahmen,summe_ausgaben,frei_verfuegbares_einkommen,verhaeltnis_einkommen_zu_rate,laufzeit,kreditbetrag,score_wert,schufa_score,anzahl_kinder,anzahl_personen,anzahl_kfz,beschaeftigungs_art,anrede,familienstand,wohnsituation,einkommen_unselbstaendig,rente,ein_unterhalt,kindergeld,ein_miete,sonstiges,aus_miete,wohnnebenkosten,aus_unterhalt,kranken_pflege_versicherung,lebensversicherung,baufinanzierung,bausparen,beschaeftigt_seit,alter,wohnhaft
GENEHMIGT,5842.0,4500.0,1342.0,0.6,84,6000.0,217,9864,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4300.0,0.0,0.0,194.0,1371.0,0.0,0.0,395.0,0.0,672.0,61.0,2810.0,0.0,1996-06-01 00:00:00,50.0,4.0
GENEHMIGT,1694.0,1146.0,548.0,0.65,48,8000.0,-57,9903,1,3,0,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1502.0,0.0,0.0,194.0,0.0,0.0,430.0,0.0,0.0,16.0,15.0,0.0,0.0,2015-05-01 00:00:00,32.0,5.0
GENEHMIGT,3565.0,1583.0,1982.0,0.65,60,10000.0,-3,9900,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3371.0,0.0,0.0,194.0,0.0,0.0,760.0,233.0,0.0,0.0,0.0,0.0,0.0,2016-09-01 00:00:00,35.0,3.0
GENEHMIGT,4000.0,1236.0,2764.0,0.65,48,14000.0,468,9960,0,2,1,ARBEITER,HERR,VERHEIRATET,EIGENTUM,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,160.0,1991-01-01 00:00:00,53.0,27.0
GENEHMIGT,2265.0,1700.0,565.0,0.65,60,12000.0,370,9822,1,3,0,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,2071.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-07-01 00:00:00,59.0,23.0
GENEHMIGT,3570.0,1881.0,1689.0,0.6,84,27000.0,451,9933,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3570.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,0.0,0.0,39.0,553.0,0.0,1988-05-01 00:00:00,59.0,3.0
GENEHMIGT,3350.0,1975.95783549784,1374.0,0.65,48,8000.0,158,9734,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2300.0,0.0,0.0,0.0,0.0,0.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-01 00:00:00,37.0,4.0
GENEHMIGT,6102.0,4150.0,1952.0,0.65,24,9000.0,42,9894,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4500.0,0.0,0.0,194.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,0.0,2002-09-01 00:00:00,33.0,7.0
GENEHMIGT,1794.0,1034.63888888889,759.0,0.65,36,6000.0,179,9878,1,3,1,ANGESTELLTER,FRAU,LEBENSGEMEINSCHAFT,SONSTIGES,1600.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,33.91,137.81,0.0,0.0,2009-01-01 00:00:00,43.0,10.0
GENEHMIGT,1570.0,800.0,770.0,0.6,84,10000.0,199,9825,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,1570.0,0.0,0.0,0.0,0.0,,300.0,,0.0,,0.0,0.0,0.0,2009-04-01 00:00:00,41.0,18.0
GENEHMIGT,2399.0,1498.0,901.0,0.6,84,26000.0,111,9909,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,2399.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-01 00:00:00,33.0,9.0
GENEHMIGT,3694.0,3369.44444444444,324.0,0.6,84,6000.0,364,9790,1,2,2,ANGESTELLTER,HERR,GETRENNT,EIGENTUM,3500.0,0.0,0.0,192.0,0.0,,,150.0,800.0,,70.0,850.0,0.0,1999-07-01 00:00:00,56.0,16.0
GENEHMIGT,2764.0,1249.58333333333,1514.0,0.65,60,7000.0,237,9887,0,2,0,PENSIONAER,FRAU,VERHEIRATET,MIETE,,1350.0,,,,,175.0,,0.0,222.0,0.0,0.0,0.0,1980-09-01 00:00:00,55.0,10.0
GENEHMIGT,2184.0,1716.58333333333,467.0,0.65,36,5500.0,10,9856,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,1990.0,0.0,0.0,194.0,0.0,0.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-01 00:00:00,33.0,4.0
GENEHMIGT,2750.0,2133.0,617.0,0.65,60,15000.0,-56,9884,1,2,0,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,2450.0,0.0,0.0,194.0,0.0,0.0,600.0,0.0,274.0,0.0,20.0,0.0,0.0,2015-02-01 00:00:00,36.0,4.0
GENEHMIGT,3200.0,2372.66071428571,827.0,0.65,60,18000.0,420,9801,0,2,1,ARBEITER,HERR,VERHEIRATET,EIGENTUM,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,15.0,915.0,97.0,1985-02-01 00:00:00,58.0,22.0
GENEHMIGT,5237.0,3593.0,1644.0,0.65,36,15000.0,258,9801,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,5237.0,0.0,0.0,0.0,0.0,0.0,1330.0,0.0,0.0,576.0,412.0,0.0,0.0,2011-12-01 00:00:00,39.0,1.0
GENEHMIGT,2461.0,1750.0,711.0,0.65,60,8000.0,51,9893,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2267.0,0.0,0.0,194.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,400.0,0.0,2010-08-01 00:00:00,36.0,36.0
GENEHMIGT,1894.0,1100.0,794.0,0.65,36,10000.0,481,9959,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,1894.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,8.0,300.0,0.0,2016-06-01 00:00:00,52.0,8.0
GENEHMIGT,2400.0,1351.7878787878801,1048.0,0.6,84,20000.0,72,9910,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2400.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-06-01 00:00:00,44.0,4.0
GENEHMIGT,5052.0,3075.5,1976.0,0.65,48,10000.0,397,9914,3,5,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4470.0,,,0.0,,,,338.0,,100.0,,687.5,,1995-02-15 00:00:00,51.0,10.0
GENEHMIGT,1694.0,1250.0,444.0,0.6,84,6000.0,104,9821,1,2,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1500.0,0.0,0.0,194.0,0.0,0.0,682.0,0.0,0.0,0.0,7.84,0.0,0.0,2016-06-01 00:00:00,48.0,5.0
GENEHMIGT,4000.0,3282.0,718.0,0.7,36,5000.0,432,9931,0,1,0,ANGESTELLTER,HERR,GESCHIEDEN,EIGENTUM,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,642.0,216.0,1325.0,1074.0,2010-05-01 00:00:00,51.0,5.0
GENEHMIGT,1738.0,1395.2666666666698,342.0,0.65,60,7000.0,-117,9857,2,4,1,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,1334.0,0.0,0.0,388.0,0.0,0.0,0.0,150.0,0.0,0.0,60.0,0.0,0.0,2017-10-01 00:00:00,35.0,10.0
GENEHMIGT,3000.0,2205.0,795.0,0.6,84,15000.0,354,9924,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3000.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,1982-09-01 00:00:00,57.0,34.0
GENEHMIGT,1850.0,1375.33333333333,474.0,0.65,36,6000.0,342,9777,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,1850.0,0.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-02-01 00:00:00,54.0,4.0
GENEHMIGT,2400.0,1650.0,750.0,0.65,60,15000.0,327,9934,0,2,0,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,2400.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-12-01 00:00:00,49.0,6.0
GENEHMIGT,4450.0,3343.8333333333303,1106.0,0.65,60,15000.0,299,9938,0,2,1,ARBEITER,HERR,VERHEIRATET,MIETE,4000.0,0.0,0.0,0.0,750.0,,761.0,,800.0,,165.0,750.0,0.0,2006-02-01 00:00:00,47.0,2.0
GENEHMIGT,2480.0,1805.0,675.0,0.65,48,10000.0,193,9941,2,2,0,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2480.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,34.0,325.0,800.0,0.0,2017-05-01 00:00:00,39.0,10.0
GENEHMIGT,1600.0,1150.0,450.0,0.6,84,5000.0,417,9946,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,1600.0,0.0,0.0,0.0,0.0,,500.0,,0.0,,0.0,0.0,0.0,2000-04-01 00:00:00,63.0,14.0
GENEHMIGT,2227.0,1904.0,323.0,0.65,60,10000.0,149,9784,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,2227.0,0.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,0.0,26.0,0.0,0.0,2006-08-01 00:00:00,32.0,4.0
GENEHMIGT,3000.0,2192.25,807.0,0.65,60,20000.0,348,9776,0,2,0,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,3000.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-01 00:00:00,52.0,13.0
GENEHMIGT,3010.0,2270.0,740.0,0.65,60,14000.0,340,9946,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,2816.0,0.0,0.0,194.0,0.0,0.0,920.0,0.0,0.0,65.0,42.0,0.0,0.0,2003-10-01 00:00:00,50.0,14.0
GENEHMIGT,2900.0,2163.0,737.0,0.65,60,12000.0,389,9972,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,273.0,836.0,40.0,1991-06-01 00:00:00,51.0,15.0
GENEHMIGT,2102.0,1400.0,702.0,0.6,84,20000.0,275,9886,2,4,2,ANGESTELLTER,FRAU,GESCHIEDEN,SONSTIGES,1515.0,0.0,199.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2014-12-01 00:00:00,52.0,8.0
GENEHMIGT,2565.0,2000.0,565.0,0.65,36,8000.0,349,9887,2,3,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1764.76,0.0,377.0,388.0,0.0,0.0,600.0,0.0,142.0,1.88,25.0,0.0,36.0,1991-04-01 00:00:00,51.0,23.0
GENEHMIGT,2230.0,1533.0,697.0,0.65,60,10000.0,368,9937,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1200.0,500.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,10.0,0.0,0.0,1989-08-01 00:00:00,60.0,13.0
GENEHMIGT,2000.0,1179.875,820.0,0.65,60,17000.0,176,9879,0,1,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,110.0,0.0,0.0,2005-03-01 00:00:00,37.0,13.0
GENEHMIGT,3628.0,2411.68112244898,1216.0,0.65,48,13300.0,389,9865,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2380.0,0.0,0.0,388.0,0.0,0.0,0.0,220.0,0.0,0.0,95.0,0.0,0.0,2014-02-01 00:00:00,56.0,18.0
GENEHMIGT,1650.0,1212.0,438.0,0.6,84,9600.0,6,9771,1,3,1,ARBEITER,HERR,LEBENSGEMEINSCHAFT,MIETE,1456.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,27.0,50.83,50.79,0.0,2016-08-01 00:00:00,43.0,14.0
GENEHMIGT,1800.0,650.0,1150.0,0.6,84,20000.0,415,9935,0,1,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,1800.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1981-08-01 00:00:00,55.0,12.0
GENEHMIGT,3294.0,2650.0,644.0,0.7,12,5000.0,-16,9858,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3100.0,0.0,0.0,194.0,0.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01 00:00:00,31.0,7.0
GENEHMIGT,6060.0,4400.0,1660.0,0.65,12,10000.0,402,9932,1,3,1,BEAMTER,FRAU,VERHEIRATET,EIGENTUM,5506.0,0.0,0.0,0.0,520.0,0.0,0.0,205.0,0.0,300.0,0.0,2600.0,0.0,2010-08-01 00:00:00,49.0,3.0
GENEHMIGT,6388.0,3300.0,3088.0,0.65,36,17000.0,294,9941,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,6000.0,,,250.0,,,,300.0,,700.0,50.0,600.0,,2001-05-01 00:00:00,46.0,10.0
GENEHMIGT,3888.0,3354.0,534.0,0.6,84,20000.0,516,9959,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3500.0,0.0,0.0,388.0,0.0,0.0,0.0,201.0,0.0,0.0,900.0,1453.0,74.0,2000-04-01 00:00:00,57.0,12.0
GENEHMIGT,2738.0,1510.0,1228.0,0.6,84,24900.0,-104,9865,0,1,1,ARBEITER,FRAU,LEDIG,MIETE,1981.0,0.0,0.0,0.0,365.0,375.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-02 00:00:00,35.0,6.0
GENEHMIGT,2407.0,1402.0,1005.0,0.6,84,13000.0,174,9869,0,1,1,ANGESTELLTER,HERR,GETRENNT,SONSTIGES,2382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,90.0,0.0,0.0,2013-06-01 00:00:00,41.0,1.0
GENEHMIGT,3900.0,1993.0,1907.0,0.6,84,30000.0,31,9710,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,3800.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-01 00:00:00,28.0,2.0
GENEHMIGT,3694.0,2335.0,1359.0,0.6,84,10000.0,412,9954,1,3,0,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3080.0,0.0,0.0,192.0,700.0,,,350.0,0.0,,100.0,785.0,0.0,1992-07-01 00:00:00,59.0,27.0
GENEHMIGT,1700.0,800.0,900.0,0.65,36,9000.0,65,9944,0,1,1,ARBEITER,HERR,LEDIG,SONSTIGES,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2016-07-01 00:00:00,37.0,1.0
GENEHMIGT,4538.0,2808.0,1730.0,0.6,84,10000.0,311,9977,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3200.0,0.0,0.0,388.0,0.0,0.0,100.0,250.0,0.0,0.0,100.0,750.0,0.0,2003-11-01 00:00:00,48.0,14.0
GENEHMIGT,3688.0,2273.0,1415.0,0.65,60,8000.0,179,9913,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3300.0,0.0,0.0,388.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,1998-01-01 00:00:00,38.0,31.0
GENEHMIGT,5130.0,2500.0,2630.0,0.65,48,20000.0,393,9877,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,3762.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,560.0,0.0,200.0,0.0,30.0,2001-09-01 00:00:00,55.0,1.0
GENEHMIGT,3700.0,2357.77777777778,1342.0,0.6,84,18000.0,347,9888,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,3700.0,0.0,0.0,0.0,0.0,0.0,830.0,0.0,0.0,500.0,0.0,0.0,0.0,1986-02-01 00:00:00,54.0,5.0
GENEHMIGT,1694.0,850.0,844.0,0.65,60,12000.0,84,9870,1,3,2,ANGESTELLTER,HERR,VERHEIRATET,SONSTIGES,1500.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-01 00:00:00,40.0,24.0
GENEHMIGT,3488.0,2717.0,771.0,0.65,48,8000.0,355,9950,2,4,1,BEAMTER,HERR,VERHEIRATET,EIGENTUM,2680.0,0.0,0.0,388.0,0.0,0.0,0.0,270.0,0.0,194.0,25.0,460.0,0.0,2001-05-01 00:00:00,53.0,13.0
GENEHMIGT,1884.0,650.0,1234.0,0.6,84,10000.0,404,9880,0,1,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,400.0,0.0,2006-01-01 00:00:00,57.0,57.0
GENEHMIGT,1785.0,1230.0,555.0,0.65,60,10000.0,341,9866,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,1785.0,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-01 00:00:00,60.0,10.0
GENEHMIGT,7264.0,6010.0,1254.0,0.65,48,13000.0,228,9841,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,5200.0,0.0,0.0,388.0,3000.0,0.0,0.0,220.0,0.0,800.0,40.0,2840.0,100.0,1999-09-01 00:00:00,36.0,13.0
GENEHMIGT,1460.0,1101.0,359.0,0.7,24,5000.0,16,9876,0,1,1,ANGESTELLTER,FRAU,LEDIG,MIETE,1460.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,11.0,87.0,0.0,0.0,2010-08-01 00:00:00,35.0,5.0
GENEHMIGT,1900.0,1062.63333333333,837.0,0.65,60,13000.0,128,9888,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1900.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-08-01 00:00:00,45.0,8.0
GENEHMIGT,2080.0,1556.6363636363599,523.0,0.65,24,7000.0,63,9748,0,1,0,ANGESTELLTER,HERR,LEDIG,MIETE,2080.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,50.0,0.0,0.0,2017-08-01 00:00:00,41.0,2.0
GENEHMIGT,4082.0,3288.8888888888896,793.0,0.65,60,6000.0,95,9787,3,5,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,3500.0,0.0,0.0,582.0,0.0,,,400.0,0.0,,0.0,700.0,80.0,1996-04-01 00:00:00,43.0,14.0
GENEHMIGT,1950.0,1331.58333333333,618.0,0.6,84,12000.0,165,9829,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1850.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,300.0,2013-09-01 00:00:00,38.0,4.0
GENEHMIGT,6588.0,3991.0,2597.0,0.65,36,15000.0,415,9845,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,5500.0,0.0,0.0,388.0,0.0,0.0,0.0,200.0,0.0,710.0,145.0,1878.0,183.0,1995-11-01 00:00:00,48.0,12.0
GENEHMIGT,2060.0,900.0,1160.0,0.65,48,20000.0,332,9830,0,2,1,ANGESTELLTER,HERR,VERHEIRATET,SONSTIGES,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-02-01 00:00:00,48.0,17.0
GENEHMIGT,3300.0,1920.53787878788,1379.0,0.65,60,5000.0,368,9832,0,2,1,ARBEITER,HERR,VERHEIRATET,MIETE,3300.0,0.0,0.0,0.0,0.0,,1385.0,,0.0,,159.0,0.0,0.0,2003-07-01 00:00:00,61.0,1.0
GENEHMIGT,2100.0,1593.0,507.0,0.65,36,6000.0,258,9907,0,2,0,ANGESTELLTER,HERR,LEBENSGEMEINSCHAFT,MIETE,2100.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,35.97,269.55,0.0,0.0,2017-09-01 00:00:00,37.0,6.0
GENEHMIGT,2094.0,1550.0,544.0,0.6,84,14000.0,183,9828,1,3,1,ANGESTELLTER,FRAU,VERHEIRATET,MIETE,1450.0,0.0,0.0,194.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-01-01 00:00:00,49.0,5.0
GENEHMIGT,4138.0,2418.5833333333303,1719.0,0.7,12,5000.0,152,9729,2,4,0,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3750.0,0.0,0.0,194.0,0.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-01 00:00:00,36.0,6.0
GENEHMIGT,4405.0,3530.0,875.0,0.6,84,9500.0,398,9936,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3597.0,0.0,0.0,0.0,180.0,0.0,1360.0,0.0,0.0,0.0,0.0,470.0,0.0,2002-02-01 00:00:00,49.0,10.0
GENEHMIGT,3934.0,2820.0,1114.0,0.65,48,12500.0,173,9860,1,3,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3350.0,0.0,0.0,0.0,650.0,0.0,500.0,0.0,0.0,0.0,105.0,370.0,0.0,2010-09-01 00:00:00,37.0,3.0
GENEHMIGT,2677.0,1602.0,1075.0,0.65,48,6000.0,230,9923,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,2677.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,27.0,0.0,0.0,0.0,2006-10-01 00:00:00,36.0,6.0
GENEHMIGT,3681.0,2387.0,1294.0,0.6,84,25000.0,189,9824,0,1,1,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,3672.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-08-01 00:00:00,50.0,3.0
GENEHMIGT,3088.0,2451.0,637.0,0.65,48,10000.0,270,9971,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,2600.0,0.0,0.0,388.0,0.0,0.0,0.0,450.0,0.0,15.0,25.0,286.0,0.0,2016-08-01 00:00:00,51.0,21.0
GENEHMIGT,4294.0,2859.0,1435.0,0.6,84,35000.0,70,9773,1,3,1,ANGESTELLTER,HERR,LEBENSGEMEINSCHAFT,MIETE,4100.0,0.0,0.0,194.0,0.0,0.0,590.0,0.0,0.0,625.0,20.0,195.0,612.0,2006-07-01 00:00:00,32.0,7.0
GENEHMIGT,1700.0,1200.0,500.0,0.6,84,13000.0,98,9739,0,1,1,ANGESTELLTER,HERR,LEDIG,MIETE,1700.0,0.0,0.0,0.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-01 00:00:00,37.0,5.0
GENEHMIGT,2494.0,2058.3333333333303,435.0,0.65,60,12000.0,402,9933,1,3,1,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,2300.0,0.0,0.0,194.0,0.0,0.0,0.0,100.0,600.0,0.0,0.0,0.0,0.0,2011-11-01 00:00:00,54.0,19.0
GENEHMIGT,1850.0,800.0,1050.0,0.65,36,20000.0,314,9954,0,1,1,ANGESTELLTER,HERR,LEDIG,EIGENTUM,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,2012-07-01 00:00:00,50.0,41.0
GENEHMIGT,3094.0,2415.0,679.0,0.65,48,5500.0,80,9899,1,3,1,ARBEITER,HERR,VERHEIRATET,MIETE,2900.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-01-01 00:00:00,37.0,2.0
GENEHMIGT,1884.0,1126.0,758.0,0.6,84,7000.0,232,9916,0,1,1,ANGESTELLTER,FRAU,GESCHIEDEN,MIETE,1884.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-10-01 00:00:00,46.0,6.0
GENEHMIGT,1600.0,650.0,950.0,0.65,36,7000.0,-109,9878,0,1,1,ANGESTELLTER,HERR,LEDIG,ELTERN,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,50.0,2014-09-01 00:00:00,36.0,5.0
GENEHMIGT,5054.0,3080.0,1974.0,0.6,84,20000.0,414,9952,1,3,2,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,417.0,0.0,304.43,800.0,12.0,2016-07-01 00:00:00,53.0,8.0
GENEHMIGT,3175.0,1940.5454545454602,1234.0,0.6,72,12000.0,303,9953,0,1,2,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,2800.0,0.0,0.0,0.0,0.0,0.0,797.0,0.0,475.0,0.0,115.0,0.0,0.0,1987-09-01 00:00:00,54.0,8.0
GENEHMIGT,4311.0,2658.0,1653.0,0.6,84,11000.0,383,9940,0,1,2,ANGESTELLTER,HERR,GESCHIEDEN,MIETE,3985.0,0.0,0.0,0.0,544.0,0.0,470.0,0.0,0.0,505.0,0.0,418.0,0.0,1990-04-01 00:00:00,56.0,1.0
GENEHMIGT,5188.0,3048.0,2140.0,0.6,84,15500.0,65,9903,2,4,1,ANGESTELLTER,HERR,VERHEIRATET,EIGENTUM,4800.0,0.0,0.0,388.0,0.0,0.0,0.0,250.0,0.0,0.0,35.0,610.0,0.0,2016-04-01 00:00:00,34.0,3.0
GENEHMIGT,2220.0,1400.0,820.0,0.7,24,5000.0,400,9922,0,2,1,ANGESTELLTER,FRAU,VERHEIRATET,EIGENTUM,2220.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,50.0,0.0,0.0,1998-01-01 00:00:00,52.0,52.0
GENEHMIGT,2300.0,1108.33333333333,1191.0,0.65,36,12000.0,-84,9688,0,2,1,ARBEITER,HERR,VERHEIRATET,ELTERN,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-01 00:00:00,27.0,2.0
GENEHMIGT,2348.0,1400.0,948.0,0.65,48,8800.0,172,9911,2,4,1,ANGESTELLTER,FRAU,VERHEIRATET,ELTERN,1940.0,0.0,0.0,388.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,40.0,2012-09-01 00:00:00,38.0,38.0
GENEHMIGT,2200.0,1533.0,667.0,0.7,24,5000.0,143,9805,0,2,1,ANGESTELLTER,FRAU,LEBENSGEMEINSCHAFT,MIETE,2200.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,28.0,0.0,0.0,0.0,1999-09-01 00:00:00,44.0,3.0
GENEHMIGT,2597.0,1954.0,643.0,0.65,48,10000.0,399,9887,0,2,1,BEAMTER,HERR,VERHEIRATET,MIETE,2557.53,0.0,0.0,0.0,0.0,0.0,834.0,0.0,0.0,243.74,0.0,0.0,0.0,1983-07-01 00:00:00,52.0,3.0
GENEHMIGT,4366.0,3321.0833333333303,1044.0,0.65,36,10000.0,80,9827,3,5,1,ANGESTELLTER,HERR,VERHEIRATET,MIETE,3784.0,0.0,0.0,588.0,0.0,0.0,845.0,0.0,0.0,0.0,36.0,0.0,0.0,2000-09-01 00:00:00,36.0,7.0
